wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
37,Sun,2021-04-25,13:30 (12:30),Yeni Mal'spor,2–1,Ankaragücü,,Yeni Malatya Stadyumu,Umit Öztürk,Match Report,
37,Sun,2021-04-25,16:00 (15:00),Gaziantep FK,2–3,Erzurum BB,,Kalyon Arena,Halis Özkahya,Match Report,
37,Sun,2021-04-25,16:00 (15:00),Başakşehir,0–0,Alanyaspor,,Başakşehir Fatih Terim Stadium,Özgür Yankaya,Match Report,
37,Sun,2021-04-25,20:30 (19:30),Fenerbahçe,3–2,Kasımpaşa,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Fırat Aydınus,Match Report,
38,Tue,2021-04-27,20:30 (19:30),Hatayspor,3–1,Gençlerbirliği,,Antakya Atatürk Stadı,Arda Kardeşler,Match Report,
38,Wed,2021-04-28,16:00 (15:00),Göztepe,1–1,Trabzonspor,,Gürsel Aksel Stadyumu,Tugay Kaan Numanoğlu,Match Report,
38,Wed,2021-04-28,16:00 (15:00),Fatih Karagümrük,2–2,Antalyaspor,,Atatürk Olimpiyat Stadı,Zorbay Küçük,Match Report,
38,Wed,2021-04-28,16:00 (15:00),Kayserispor,6–3,Denizlispor,,Kadir Has Şehir Stadı,Özgür Yankaya,Match Report,
38,Wed,2021-04-28,20:30 (19:30),Rizespor,2–3,Beşiktaş,,Yeni Rize Şehir Stadı,Abdulkadir Bitigen,Match Report,
38,Wed,2021-04-28,20:30 (19:30),Galatasaray,1–0,Konyaspor,,Türk Telekom Arena,Cüneyt Çakιr,Match Report,
38,Thu,2021-04-29,16:00 (15:00),Sivasspor,1–0,Yeni Mal'spor,,Sivas Arena,Alper Ulusoy,Match Report,
38,Thu,2021-04-29,16:00 (15:00),Erzurum BB,1–2,Başakşehir,,Kazım Karabekir Stadyumu,Fırat Aydınus,Match Report,
38,Thu,2021-04-29,20:30 (19:30),Ankaragücü,0–1,Gaziantep FK,,Eryaman Stadyumu,Hüseyin Göçek,Match Report,
38,Thu,2021-04-29,20:30 (19:30),Alanyaspor,0–0,Fenerbahçe,,Bahçeşehir Okulları Stadyumu,Yaşar Kemal Uğurlu,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
39,Sat,2021-05-01,20:30 (19:30),Beşiktaş,7–0,Hatayspor,,Vodafone Arena,Ali Palabıyık,Match Report,
39,Sun,2021-05-02,16:00 (15:00),Antalyaspor,2–3,Göztepe,,Antalya Stadyumu,Atilla Karaoğlan,Match Report,
39,Sun,2021-05-02,16:00 (15:00),Konyaspor,5–1,Fatih Karagümrük,,Konya Büyükşehir Stadı,Bahattin Şimşek,Match Report,
39,Sun,2021-05-02,16:00 (15:00),Denizlispor,0–1,Rizespor,,Denizli Atatürk Stadyumu,Hüseyin Göçek,Match Report,
39,Sun,2021-05-02,20:30 (19:30),Gençlerbirliği,0–2,Galatasaray,,Eryaman Stadyumu,Halis Özkahya,Match Report,
39,Mon,2021-05-03,16:00 (15:00),Kasımpaşa,3–0,Alanyaspor,,Recep Tayyip Erdoğan Stadyumu,Ali Şansalan,Match Report,
39,Mon,2021-05-03,16:00 (15:00),Yeni Mal'spor,1–1,Kayserispor,,Yeni Malatya Stadyumu,Arda Kardeşler,Match Report,
39,Mon,2021-05-03,16:00 (15:00),Başakşehir,2–1,Ankaragücü,,Başakşehir Fatih Terim Stadium,Halil Umut Meler,Match Report,
39,Mon,2021-05-03,20:30 (19:30),Gaziantep FK,0–1,Sivasspor,,Kalyon Arena,Mustafa Öğretmenoğlu,Match Report,
39,Mon,2021-05-03,20:30 (19:30),Fenerbahçe,3–1,Erzurum BB,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Mete Kalkavan,Match Report,
40,Sat,2021-05-08,20:30 (19:30),Ankaragücü,1–2,Fenerbahçe,,Eryaman Stadyumu,Fırat Aydınus,Match Report,
40,Sat,2021-05-08,20:30 (19:30),Hatayspor,1–0,Denizlispor,,Antakya Atatürk Stadı,Erkan Özdamar,Match Report,
40,Sat,2021-05-08,20:30 (19:30),Trabzonspor,2–1,Antalyaspor,,Şenol Güneş Stadyumu,Abdulkadir Bitigen,Match Report,
40,Sat,2021-05-08,20:30 (19:30),Kayserispor,0–0,Gaziantep FK,,Kadir Has Şehir Stadı,Umit Öztürk,Match Report,
40,Sat,2021-05-08,20:30 (19:30),Rizespor,0–4,Yeni Mal'spor,,Yeni Rize Şehir Stadı,Yaşar Kemal Uğurlu,Match Report,
40,Sat,2021-05-08,20:30 (19:30),Galatasaray,3–1,Beşiktaş,,Türk Telekom Arena,Cüneyt Çakιr,Match Report,
40,Sat,2021-05-08,20:30 (19:30),Erzurum BB,0–1,Kasımpaşa,,Kazım Karabekir Stadyumu,Halil Umut Meler,Match Report,
40,Sat,2021-05-08,20:30 (19:30),Göztepe,0–1,Konyaspor,,Gürsel Aksel Stadyumu,Arda Kardeşler,Match Report,
40,Sat,2021-05-08,20:30 (19:30),Fatih Karagümrük,5–1,Gençlerbirliği,,Atatürk Olimpiyat Stadı,Özgür Yankaya,Match Report,
40,Sat,2021-05-08,20:30 (19:30),Sivasspor,0–0,Başakşehir,,Sivas Arena,Ali Palabıyık,Match Report,
41,Tue,2021-05-11,17:00 (16:00),Konyaspor,1–1,Trabzonspor,,Konya Büyükşehir Stadı,Ali Şansalan,Match Report,
41,Tue,2021-05-11,20:30 (19:30),Kasımpaşa,3–1,Ankaragücü,,Recep Tayyip Erdoğan Stadyumu,Mete Kalkavan,Match Report,
41,Tue,2021-05-11,20:30 (19:30),Beşiktaş,1–2,Fatih Karagümrük,,Vodafone Arena,Ali Palabıyık,Match Report,
41,Tue,2021-05-11,20:30 (19:30),Yeni Mal'spor,1–1,Hatayspor,,Yeni Malatya Stadyumu,Halil Umut Meler,Match Report,
41,Tue,2021-05-11,20:30 (19:30),Gençlerbirliği,5–3,Göztepe,,Eryaman Stadyumu,Suat Arslanboga,Match Report,
41,Tue,2021-05-11,20:30 (19:30),Başakşehir,0–0,Kayserispor,,Başakşehir Fatih Terim Stadium,Yaşar Kemal Uğurlu,Match Report,
41,Tue,2021-05-11,20:30 (19:30),Denizlispor,1–4,Galatasaray,,Denizli Atatürk Stadyumu,Abdulkadir Bitigen,Match Report,
41,Tue,2021-05-11,20:30 (19:30),Alanyaspor,2–3,Erzurum BB,,Bahçeşehir Okulları Stadyumu,Alper Ulusoy,Match Report,
41,Tue,2021-05-11,20:30 (19:30),Fenerbahçe,1–2,Sivasspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Halis Özkahya,Match Report,
41,Tue,2021-05-11,20:30 (19:30),Gaziantep FK,4–5,Rizespor,,Kalyon Arena,Zorbay Küçük,Match Report,
42,Sat,2021-05-15,18:00 (17:00),Hatayspor,0–1,Gaziantep FK,,Antakya Atatürk Stadı,Serkan Tokat,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
42,Sat,2021-05-15,18:00 (17:00),Fatih Karagümrük,5–1,Denizlispor,,Atatürk Olimpiyat Stadı,Atilla Karaoğlan,Match Report,
42,Sat,2021-05-15,18:00 (17:00),Sivasspor,2–1,Kasımpaşa,,Sivas Arena,Mustafa Öğretmenoğlu,Match Report,
42,Sat,2021-05-15,18:00 (17:00),Rizespor,0–2,Başakşehir,,Yeni Rize Şehir Stadı,Koray Gençerler,Match Report,
42,Sat,2021-05-15,18:00 (17:00),Antalyaspor,0–0,Konyaspor,,Antalya Stadyumu,Suat Arslanboga,Match Report,
42,Sat,2021-05-15,18:00 (17:00),Ankaragücü,0–1,Alanyaspor,,Eryaman Stadyumu,Umit Öztürk,Match Report,
42,Sat,2021-05-15,20:30 (19:30),Kayserispor,1–2,Fenerbahçe,,Kadir Has Şehir Stadı,Halil Umut Meler,Match Report,
42,Sat,2021-05-15,20:30 (19:30),Trabzonspor,2–1,Gençlerbirliği,,Şenol Güneş Stadyumu,Tugay Kaan Numanoğlu,Match Report,
42,Sat,2021-05-15,20:30 (19:30),Galatasaray,3–1,Yeni Mal'spor,,Türk Telekom Arena,Cüneyt Çakιr,Match Report,
42,Sat,2021-05-15,20:30 (19:30),Göztepe,1–2,Beşiktaş,,Gürsel Aksel Stadyumu,Fırat Aydınus,Match Report,
